Gene_Therapy_Price,Total_Costs,Total_QALYs,Incremental_Costs,Incremental_QALYs,ICER,Below_100K_Threshold,Below_150K_Threshold
2000000,2487890.16574235,12.75164406273817,1258436.649689786,6.879432082251814,182927.40369316467,False,False
2500000,2987890.16574235,12.75164406273817,1758436.649689786,6.879432082251814,255607.8217890051,False,False
3000000,3487890.16574235,12.75164406273817,2258436.649689786,6.879432082251814,328288.23988484556,False,False
3500000,3987890.16574235,12.75164406273817,2758436.649689786,6.879432082251814,400968.657980686,False,False
4000000,4487890.165742349,12.75164406273817,3258436.649689785,6.879432082251814,473649.0760765263,False,False
