IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",42,0,1,"0",0,"Not applicable",1,"Model-based Estimates",3,"Projection",242
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",89,1,1,"1",0,"Not applicable",1,"Model-based Estimates",3,"Projection",249
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",117,2,2,"2",0,"Not applicable",1,"Model-based Estimates",3,"Projection",263
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",126,3,3,"3",0,"Not applicable",1,"Model-based Estimates",3,"Projection",278
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",135,4,4,"4",0,"Not applicable",1,"Model-based Estimates",3,"Projection",288
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",90,5,5,"5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",310
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",152,6,6,"6",0,"Not applicable",1,"Model-based Estimates",3,"Projection",335
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",161,7,7,"7",0,"Not applicable",1,"Model-based Estimates",3,"Projection",341
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",170,8,8,"8",0,"Not applicable",1,"Model-based Estimates",3,"Projection",332
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",179,9,9,"9",0,"Not applicable",1,"Model-based Estimates",3,"Projection",323
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",91,10,10,"10",0,"Not applicable",1,"Model-based Estimates",3,"Projection",324
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",109,11,11,"11",0,"Not applicable",1,"Model-based Estimates",3,"Projection",330
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",110,12,12,"12",0,"Not applicable",1,"Model-based Estimates",3,"Projection",344
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",111,13,13,"13",0,"Not applicable",1,"Model-based Estimates",3,"Projection",365
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",112,14,14,"14",0,"Not applicable",1,"Model-based Estimates",3,"Projection",377
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",86,15,15,"15",0,"Not applicable",1,"Model-based Estimates",3,"Projection",371
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",113,16,16,"16",0,"Not applicable",1,"Model-based Estimates",3,"Projection",359
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",114,17,17,"17",0,"Not applicable",1,"Model-based Estimates",3,"Projection",352
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",115,18,18,"18",0,"Not applicable",1,"Model-based Estimates",3,"Projection",352
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",116,19,19,"19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",352
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",92,20,20,"20",0,"Not applicable",1,"Model-based Estimates",3,"Projection",354
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",118,21,21,"21",0,"Not applicable",1,"Model-based Estimates",3,"Projection",352
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",119,22,22,"22",0,"Not applicable",1,"Model-based Estimates",3,"Projection",344
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",120,23,23,"23",0,"Not applicable",1,"Model-based Estimates",3,"Projection",337
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",121,24,24,"24",0,"Not applicable",1,"Model-based Estimates",3,"Projection",335
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",93,25,25,"25",0,"Not applicable",1,"Model-based Estimates",3,"Projection",328
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",122,26,26,"26",0,"Not applicable",1,"Model-based Estimates",3,"Projection",309
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",123,27,27,"27",0,"Not applicable",1,"Model-based Estimates",3,"Projection",293
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",124,28,28,"28",0,"Not applicable",1,"Model-based Estimates",3,"Projection",290
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",125,29,29,"29",0,"Not applicable",1,"Model-based Estimates",3,"Projection",269
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",94,30,30,"30",0,"Not applicable",1,"Model-based Estimates",3,"Projection",253
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",127,31,31,"31",0,"Not applicable",1,"Model-based Estimates",3,"Projection",259
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",128,32,32,"32",0,"Not applicable",1,"Model-based Estimates",3,"Projection",260
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",129,33,33,"33",0,"Not applicable",1,"Model-based Estimates",3,"Projection",274
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",130,34,34,"34",0,"Not applicable",1,"Model-based Estimates",3,"Projection",295
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",95,35,35,"35",0,"Not applicable",1,"Model-based Estimates",3,"Projection",308
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",131,36,36,"36",0,"Not applicable",1,"Model-based Estimates",3,"Projection",338
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",132,37,37,"37",0,"Not applicable",1,"Model-based Estimates",3,"Projection",381
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",133,38,38,"38",0,"Not applicable",1,"Model-based Estimates",3,"Projection",409
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",134,39,39,"39",0,"Not applicable",1,"Model-based Estimates",3,"Projection",431
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",96,40,40,"40",0,"Not applicable",1,"Model-based Estimates",3,"Projection",447
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",136,41,41,"41",0,"Not applicable",1,"Model-based Estimates",3,"Projection",452
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",137,42,42,"42",0,"Not applicable",1,"Model-based Estimates",3,"Projection",443
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",138,43,43,"43",0,"Not applicable",1,"Model-based Estimates",3,"Projection",438
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",139,44,44,"44",0,"Not applicable",1,"Model-based Estimates",3,"Projection",455
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",97,45,45,"45",0,"Not applicable",1,"Model-based Estimates",3,"Projection",473
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",140,46,46,"46",0,"Not applicable",1,"Model-based Estimates",3,"Projection",484
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",141,47,47,"47",0,"Not applicable",1,"Model-based Estimates",3,"Projection",489
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",142,48,48,"48",0,"Not applicable",1,"Model-based Estimates",3,"Projection",486
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",143,49,49,"49",0,"Not applicable",1,"Model-based Estimates",3,"Projection",499
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",98,50,50,"50",0,"Not applicable",1,"Model-based Estimates",3,"Projection",517
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",144,51,51,"51",0,"Not applicable",1,"Model-based Estimates",3,"Projection",534
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",145,52,52,"52",0,"Not applicable",1,"Model-based Estimates",3,"Projection",545
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",146,53,53,"53",0,"Not applicable",1,"Model-based Estimates",3,"Projection",510
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",147,54,54,"54",0,"Not applicable",1,"Model-based Estimates",3,"Projection",478
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",99,55,55,"55",0,"Not applicable",1,"Model-based Estimates",3,"Projection",478
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",148,56,56,"56",0,"Not applicable",1,"Model-based Estimates",3,"Projection",487
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",149,57,57,"57",0,"Not applicable",1,"Model-based Estimates",3,"Projection",493
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",150,58,58,"58",0,"Not applicable",1,"Model-based Estimates",3,"Projection",518
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",151,59,59,"59",0,"Not applicable",1,"Model-based Estimates",3,"Projection",548
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",87,60,60,"60",0,"Not applicable",1,"Model-based Estimates",3,"Projection",535
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",153,61,61,"61",0,"Not applicable",1,"Model-based Estimates",3,"Projection",495
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",154,62,62,"62",0,"Not applicable",1,"Model-based Estimates",3,"Projection",490
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",155,63,63,"63",0,"Not applicable",1,"Model-based Estimates",3,"Projection",500
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",156,64,64,"64",0,"Not applicable",1,"Model-based Estimates",3,"Projection",473
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",100,65,65,"65",0,"Not applicable",1,"Model-based Estimates",3,"Projection",440
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",157,66,66,"66",0,"Not applicable",1,"Model-based Estimates",3,"Projection",423
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",158,67,67,"67",0,"Not applicable",1,"Model-based Estimates",3,"Projection",406
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",159,68,68,"68",0,"Not applicable",1,"Model-based Estimates",3,"Projection",393
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",160,69,69,"69",0,"Not applicable",1,"Model-based Estimates",3,"Projection",384
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",101,70,70,"70",0,"Not applicable",1,"Model-based Estimates",3,"Projection",365
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",162,71,71,"71",0,"Not applicable",1,"Model-based Estimates",3,"Projection",344
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",163,72,72,"72",0,"Not applicable",1,"Model-based Estimates",3,"Projection",324
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",164,73,73,"73",0,"Not applicable",1,"Model-based Estimates",3,"Projection",284
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",165,74,74,"74",0,"Not applicable",1,"Model-based Estimates",3,"Projection",253
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",102,75,75,"75",0,"Not applicable",1,"Model-based Estimates",3,"Projection",238
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",166,76,76,"76",0,"Not applicable",1,"Model-based Estimates",3,"Projection",228
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",167,77,77,"77",0,"Not applicable",1,"Model-based Estimates",3,"Projection",216
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",168,78,78,"78",0,"Not applicable",1,"Model-based Estimates",3,"Projection",191
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",169,79,79,"79",0,"Not applicable",1,"Model-based Estimates",3,"Projection",164
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",88,80,80,"80",0,"Not applicable",1,"Model-based Estimates",3,"Projection",151
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",171,81,81,"81",0,"Not applicable",1,"Model-based Estimates",3,"Projection",133
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",172,82,82,"82",0,"Not applicable",1,"Model-based Estimates",3,"Projection",112
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",173,83,83,"83",0,"Not applicable",1,"Model-based Estimates",3,"Projection",100
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",174,84,84,"84",0,"Not applicable",1,"Model-based Estimates",3,"Projection",88
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",103,85,85,"85",0,"Not applicable",1,"Model-based Estimates",3,"Projection",75
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",175,86,86,"86",0,"Not applicable",1,"Model-based Estimates",3,"Projection",69
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",176,87,87,"87",0,"Not applicable",1,"Model-based Estimates",3,"Projection",67
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",177,88,88,"88",0,"Not applicable",1,"Model-based Estimates",3,"Projection",60
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",178,89,89,"89",0,"Not applicable",1,"Model-based Estimates",3,"Projection",51
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",104,90,90,"90",0,"Not applicable",1,"Model-based Estimates",3,"Projection",42
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",180,91,91,"91",0,"Not applicable",1,"Model-based Estimates",3,"Projection",32
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",181,92,92,"92",0,"Not applicable",1,"Model-based Estimates",3,"Projection",23
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",182,93,93,"93",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",183,94,94,"94",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",105,95,95,"95",0,"Not applicable",1,"Model-based Estimates",3,"Projection",9
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",184,96,96,"96",0,"Not applicable",1,"Model-based Estimates",3,"Projection",7
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",185,97,97,"97",0,"Not applicable",1,"Model-based Estimates",3,"Projection",4
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",186,98,98,"98",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",187,99,99,"99",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",74,"2023",4,"Median",1,"Male",59,100,null,"100+",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",42,0,1,"0",0,"Not applicable",1,"Model-based Estimates",3,"Projection",236
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",89,1,1,"1",0,"Not applicable",1,"Model-based Estimates",3,"Projection",242
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",117,2,2,"2",0,"Not applicable",1,"Model-based Estimates",3,"Projection",249
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",126,3,3,"3",0,"Not applicable",1,"Model-based Estimates",3,"Projection",263
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",135,4,4,"4",0,"Not applicable",1,"Model-based Estimates",3,"Projection",278
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",90,5,5,"5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",288
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",75,"2024",4,"Median",1,"Male",152,6,6,"6",0,"Not applicable",1,"Model-based Estimates",3,"Projection",310
