simulation_id,commercialization_year,total_cost,total_duration,total_revenue,total_treated,success
171,2031.0,29159220.311476797,6.774122149101915,3254381590.7400756,1415,True
172,2032.0,28189733.0688525,7.146307671870909,3173884519.5910277,1380,True
173,2032.0,20379498.10094449,7.269432664991669,3178484352.2281165,1382,True
174,,4384818.736227152,3.78702795772664,0.0,0,True
175,2031.0,21278513.0013069,6.493421818576704,3249781758.1029873,1413,True
176,,1395550.0599545962,1.9466430828981105,0.0,0,True
177,,1565625.2990538618,1.8925986427799868,0.0,0,True
178,,1780363.9252085453,1.1888440391932944,0.0,0,True
179,2031.0,20628836.89715691,6.400284224042376,3247481841.7844443,1412,True
180,,7729003.574341169,3.24461410378137,0.0,0,True
181,2030.0,31772915.512631916,5.8933802805830755,3364777574.030199,1463,True
182,,23316094.40939573,6.950569896914315,0.0,0,False
183,,5723474.477521095,3.0086207318737213,0.0,0,False
184,,1526175.0929828149,1.1360335486289466,0.0,0,False
185,,25250693.236244515,7.410288365170818,0.0,0,False
186,2032.0,24624409.12777048,7.256749522312489,3189983933.8208385,1387,True
187,,5506683.187869722,2.912621155392908,0.0,0,True
188,2032.0,27514266.21760527,7.067729228928783,3187684017.502294,1386,True
189,2032.0,26052447.61392405,7.420934925706228,3173884519.5910287,1380,True
190,2032.0,23899182.555624828,7.197773337898245,3173884519.591027,1380,True
191,,6084331.201056369,3.099748006756365,0.0,0,True
192,2032.0,20410722.191830568,7.753051966518636,3162384937.998307,1375,True
193,2031.0,23948702.219965078,6.402767490436955,3256681507.0586195,1416,True
194,2032.0,25809226.154846497,7.158667468462674,3180784268.54666,1383,True
195,2032.0,29633544.02649883,7.489788446850664,3206083348.0506463,1394,True
196,,1475902.119277065,1.9460248405617264,0.0,0,True
197,2031.0,26540201.651655927,6.043001465380848,3256681507.0586205,1416,True
198,2031.0,21686431.57875814,6.736211811445404,3275080837.6069746,1424,True
199,2032.0,18446153.284461245,7.672618660913053,3180784268.5466604,1383,True
200,2031.0,23409809.370656714,6.1705744294030955,3254381590.7400756,1415,True
201,2032.0,25406591.37312371,7.439808997571959,3162384937.9983063,1375,True
202,2032.0,23946260.75752021,7.116190283499647,3194583766.457926,1389,True
203,,20200862.922960438,7.162349457610276,0.0,0,False
204,2031.0,28447032.09839002,6.585278941852772,3258981423.3771634,1417,True
205,2031.0,24785191.106922634,6.322979640405246,3249781758.102986,1413,True
206,,912324.2730788697,1.6058671380253884,0.0,0,True
207,2031.0,29109461.147861198,6.133892256230834,3252081674.421532,1414,True
208,2031.0,30031896.60086355,6.60855427880504,3240582092.828811,1409,True
209,2031.0,18328054.623050872,6.165045489183752,3254381590.740076,1415,True
210,2031.0,22153551.82746247,6.587266384136609,3258981423.377164,1417,True
211,2032.0,26125504.300549928,7.254479131488819,3178484352.228116,1382,True
212,2030.0,22174322.117454976,5.675227826697059,3367077490.348743,1464,True
213,,20012714.981106818,5.856101767951934,0.0,0,True
214,,26481143.660305403,7.0222407422158994,0.0,0,False
215,2031.0,18658866.247144077,6.529659435440796,3265881172.3327966,1420,True
216,,1215830.3134323834,1.3294837738807113,0.0,0,True
217,2031.0,25311791.98144695,6.59540601708454,3268181088.651341,1421,True
218,2031.0,26888802.36189295,6.1392463169250515,3293480168.155328,1432,True
219,2032.0,22256508.107909452,7.770802707846383,3196883682.7764707,1390,True
220,2032.0,27655224.686805457,7.0466818211478515,3203783431.7321024,1393,True
221,,15248682.301654559,5.59560558159209,0.0,0,True
222,2031.0,18770491.787514195,6.234688278112928,3275080837.606974,1424,True
223,2030.0,21311677.07876853,5.955559717528743,3353277992.4374766,1458,True
224,,25963887.353783317,6.83135064525579,0.0,0,False
225,2031.0,20134700.196054384,6.487771646835553,3270481004.9698853,1422,True
226,2031.0,24854393.87695696,6.921387718622776,3258981423.3771644,1417,True
227,,23623810.14078481,5.901367187318463,0.0,0,True
228,2031.0,22084834.87303032,6.9249657209995785,3272780921.2884297,1423,True
229,2031.0,18680825.65645983,6.1867752586289155,3263581256.0142527,1419,True
230,,21492833.359393265,6.761946166617119,0.0,0,False
231,2031.0,26205482.190029774,6.752588722201492,3288880335.5182395,1430,True
232,2031.0,29587694.988289483,6.352052950261285,3256681507.05862,1416,True
233,2031.0,22506744.279207245,6.939444971611911,3272780921.2884283,1423,True
234,,1780684.267520396,1.2999014902054578,0.0,0,True
235,2031.0,22640511.631731816,6.757053007225553,3252081674.421531,1414,True
236,,1863504.8507488815,1.7109490816855557,0.0,0,True
237,2030.0,23149622.064018577,5.84038403511917,3330278829.2520347,1448,True
238,2031.0,23415367.893874984,6.143754253323858,3249781758.1029887,1413,True
239,2030.0,23923445.871006973,5.959655174067454,3332578745.570579,1449,True
240,2031.0,26723654.521310233,6.562011678960874,3252081674.421531,1414,True
241,2031.0,26584318.93211917,6.700288751311819,3258981423.377164,1417,True
242,,1364495.9259222485,1.3932309684800157,0.0,0,True
243,,812403.9013708011,1.6150478657771021,0.0,0,True
244,,1440881.6417459263,1.5009180404942672,0.0,0,True
245,,7372665.18047802,3.3626988072249615,0.0,0,True
246,2031.0,26675309.448063336,6.05300168405369,3302679833.4295034,1436,True
247,,18881079.761895403,6.026747830401786,0.0,0,True
248,,1241273.751869185,1.610292424240448,0.0,0,True
249,,6341281.371493531,4.173332374994091,0.0,0,True
250,2032.0,21815019.360102724,7.216353044832062,3196883682.776471,1390,True
251,2031.0,25217880.30766078,6.577368028123137,3281980586.5626063,1427,True
252,2031.0,26356996.484488554,6.583824447936274,3270481004.9698853,1422,True
253,2030.0,21934166.4706863,5.857660565294485,3337178578.2076683,1451,True
254,,5329321.607734593,3.0704175552172837,0.0,0,True
255,2031.0,26249848.040571764,6.579626859230614,3270481004.969886,1422,True
256,2032.0,18807884.272394564,7.001908892535752,3192283850.1393824,1388,True
257,2031.0,29554182.467259534,6.958102402213933,3284280502.881151,1428,True
258,2032.0,23192647.486556064,7.050875126132826,3183084184.8652043,1384,True
259,,16388319.39712786,6.134878068352709,0.0,0,True
260,,1565724.182878487,1.133597825016376,0.0,0,True
261,,1335814.5377170304,1.1735462454509278,0.0,0,True
262,,1658666.9748690545,1.4664754536643276,0.0,0,True
263,2032.0,24550889.04585571,7.505150763475262,3166984770.6353955,1377,True
264,,5264979.957499873,3.588201968882957,0.0,0,True
265,2031.0,24840867.355019853,6.309872158363664,3275080837.606974,1424,True
266,,26521020.354651406,6.599223038791012,0.0,0,True
267,2031.0,22901146.567809433,6.565643808468097,3268181088.651342,1421,True
268,,5906500.906238522,3.4249466636812906,0.0,0,True
269,,26359004.932347372,6.065608841229645,0.0,0,False
270,,20297357.945261683,6.007699905547528,0.0,0,False
271,,5619117.819354046,3.4202162387761676,0.0,0,False
272,2031.0,25854542.177710455,6.949774595227266,3258981423.3771644,1417,True
273,2031.0,26266409.005339455,6.664929703280624,3272780921.2884297,1423,True
274,,1151060.211711097,1.1840867393742545,0.0,0,True
275,,1749368.8236881294,1.560867489501379,0.0,0,True
276,2032.0,25972877.678450234,7.323949141973609,3203783431.7321033,1393,True
277,2031.0,20798744.058960028,6.381929400379661,3275080837.6069746,1424,True
278,2032.0,29851483.898718555,7.005172911974426,3180784268.54666,1383,True
279,,1922796.0793931524,1.349233260403063,0.0,0,True
280,2031.0,24848681.585928883,6.61075296085442,3249781758.1029873,1413,True
281,2030.0,24091887.30635993,5.865001057791363,3337178578.207668,1451,True
282,,838089.7221968623,1.8169489589606744,0.0,0,True
283,,4689818.326092759,3.9700523359534348,0.0,0,True
284,,4698639.921404392,3.786514785418536,0.0,0,True
285,2031.0,21701861.154472858,6.253004260188401,3229082511.2360888,1404,True
286,,957572.030309451,1.5376575778098238,0.0,0,True
287,2031.0,21267289.038037673,6.698672973426114,3265881172.3327966,1420,True
288,2031.0,28449683.14754602,6.678664732799695,3302679833.429505,1436,True
289,2031.0,23994128.893970896,6.878819376777045,3242882009.1473536,1410,True
290,2031.0,24081355.79919812,6.172733763279414,3265881172.3327975,1420,True
291,2031.0,19820009.78127586,6.815673605806045,3265881172.332797,1420,True
292,,1800728.8558044867,1.7577195172137303,0.0,0,True
293,,5558590.03057602,3.3844649548163828,0.0,0,True
294,,6455895.249365974,3.4072545381112405,0.0,0,True
295,2031.0,24543988.765795365,6.732595982052014,3268181088.651341,1421,True
296,2031.0,23871423.861223716,6.955631697558225,3272780921.2884297,1423,True
297,2031.0,25213252.59768129,6.4110711580957,3245181925.4658985,1411,True
298,,22181442.549389318,7.3405425939129225,0.0,0,False
299,2031.0,23757172.088548794,6.6020626707060375,3252081674.421531,1414,True
300,,6170059.803839967,3.1540762397433433,0.0,0,True
301,2031.0,18428507.50506528,6.200601895682658,3270481004.9698853,1422,True
302,,1900447.2919902313,1.8004813329849503,0.0,0,True
303,2032.0,30130206.843682684,7.329738247653285,3201483515.4135585,1392,True
304,,25430999.96121069,6.339277162492181,0.0,0,True
305,2032.0,28923593.37550571,7.444850717482254,3164684854.316851,1376,True
306,,6737147.827136823,3.1708771384453494,0.0,0,True
307,2031.0,22455159.088353664,6.60539218479716,3272780921.2884297,1423,True
308,2031.0,24092152.980563276,6.7978365217809635,3268181088.651341,1421,True
309,,6578913.642588725,3.39017323860781,0.0,0,True
310,2032.0,19220866.833551716,7.64203248172169,3192283850.1393824,1388,True
311,2031.0,30662999.18333239,6.590064676786545,3265881172.332797,1420,True
312,,4709445.975038785,2.814673992211663,0.0,0,True
313,,1579513.1104191877,1.6095392177423486,0.0,0,True
314,2031.0,29263917.117847297,6.499422962982225,3265881172.332796,1420,True
315,2031.0,21493879.906445116,6.727460877908821,3261281339.695708,1418,True
316,2030.0,25723323.88234983,5.83333764564833,3362477657.7116547,1462,True
317,,5104389.291550377,2.9702715090222607,0.0,0,True
318,2031.0,23297248.301978298,6.581461853355757,3247481841.7844424,1412,True
319,2032.0,30411743.209705725,7.070106930706752,3187684017.5022936,1386,True
320,2032.0,21877433.661321215,7.27209690024021,3150885356.405586,1370,True
321,2032.0,22451016.05640028,7.198120000450783,3157785105.3612185,1373,True
322,,800799.5627515067,1.175201360567619,0.0,0,True
323,2032.0,21655628.03712324,7.696492898032939,3194583766.457925,1389,True
324,2031.0,24463700.874074414,6.665552202052763,3256681507.05862,1416,True
325,,1861608.0740923204,1.7434127696006647,0.0,0,True
326,2031.0,19721344.736112144,6.668332482410811,3242882009.147354,1410,True
327,2031.0,24054809.12983612,6.328901660636849,3279680670.2440624,1426,True
328,,5767903.538483504,2.916860113746708,0.0,0,True
329,2031.0,18473914.681559358,6.254561003899572,3275080837.606975,1424,True
330,2031.0,22515021.091704227,6.272695827869195,3261281339.695709,1418,True
331,,7750227.927488477,3.2718640245558963,0.0,0,True
332,2032.0,23718337.12835996,7.0503742818461825,3199183599.095014,1391,True
333,2031.0,27891075.19170762,6.849400356849152,3291180251.836784,1431,True
334,,7269836.620449925,3.0890547212886963,0.0,0,True
335,2032.0,23016950.431771956,7.192027659834388,3196883682.7764697,1390,True
336,2031.0,25550687.611523196,6.461680038447909,3279680670.244063,1426,True
337,2032.0,23238396.50376064,7.010756554773401,3185384101.1837487,1385,True
338,,7558451.623927623,3.140949373642747,0.0,0,True
339,2031.0,25541038.779401235,6.355499228956355,3261281339.6957083,1418,True
340,,7481222.747620877,4.263552988403128,0.0,0,True
341,,1736434.9312506367,1.1504084581001495,0.0,0,True
342,,7129290.061949565,3.3896404949715957,0.0,0,True
343,2031.0,20106978.335681,6.801802348503715,3256681507.058619,1416,True
344,,7671967.298208235,4.27533015847656,0.0,0,True
345,,1743490.7886573153,1.1515991667404621,0.0,0,True
346,,1763903.3304016169,1.668345308658378,0.0,0,True
347,,1078455.6720327123,1.460664804823669,0.0,0,True
348,,22114232.162686065,5.6351931757263785,0.0,0,True
349,,1229185.5732314389,1.8616936909188375,0.0,0,True
350,2032.0,25048436.078180477,7.6235214399111095,3178484352.228116,1382,True
351,2031.0,24230783.68216401,6.6122762002389,3268181088.651342,1421,True
352,2031.0,25781522.809777953,6.698334008806868,3281980586.562608,1427,True
353,2031.0,25908879.73627627,6.420785421766433,3279680670.2440624,1426,True
354,2031.0,29665847.834151577,6.7576821620063185,3277380753.9255185,1425,True
355,2032.0,28148518.792175908,7.319102924507706,3185384101.1837497,1385,True
356,,17265199.50305059,5.2307385362525745,0.0,0,True
357,2032.0,19640344.61485407,7.140546894872449,3139385774.8128643,1365,True
358,2031.0,27142923.240562472,6.591961746995715,3265881172.332797,1420,True
359,,1576740.6626726058,1.1306603171836729,0.0,0,True
360,,1153417.2271571665,1.1096532187006352,0.0,0,True
361,,1117284.9899580795,1.2253773321899484,0.0,0,True
362,,20490013.2324492,6.797049573415614,0.0,0,False
363,,6353550.892710773,3.3743885307072654,0.0,0,False
364,2031.0,22062271.68650966,6.608275290867246,3272780921.2884297,1423,True
365,2032.0,27575910.906117268,7.701490329006655,3178484352.2281165,1382,True
366,2032.0,21474582.450378224,7.139907052228073,3183084184.865205,1384,True
367,2031.0,24408229.46967115,6.099410592479449,3245181925.465899,1411,True
368,,1994068.6791579085,1.8817071542457842,0.0,0,True
369,,5998001.655442844,4.266249343642077,0.0,0,True
370,,19021112.6687703,6.342932574598246,0.0,0,True
371,2031.0,22102062.847551078,6.616523420585449,3275080837.6069746,1424,True
372,,29307759.668378856,7.189438335124681,0.0,0,False
373,2031.0,27752111.23992071,6.812247201249896,3275080837.6069736,1424,True
374,,1845349.325812699,1.8298354489714028,0.0,0,True
375,2032.0,26374111.246931314,7.348865190958953,3176184435.9095716,1381,True
376,,6580080.180943179,3.5892311962618497,0.0,0,True
377,2031.0,24163749.157868505,6.9878720371786915,3249781758.1029863,1413,True
378,2032.0,27192738.699710242,7.685224547131729,3201483515.4135585,1392,True
379,2031.0,19716144.940806694,6.695811726545788,3272780921.2884297,1423,True
380,,1067830.213064173,1.001576257724229,0.0,0,True
381,,5093659.324190011,3.787815964132677,0.0,0,True
382,,1666619.220006601,1.8638419935248476,0.0,0,True
383,2031.0,26640596.049434878,6.256656792227954,3258981423.3771644,1417,True
384,2032.0,19302435.391478606,7.643333343144688,3189983933.8208375,1387,True
385,,28734849.807575166,6.895813543965092,0.0,0,False
386,2031.0,21739649.282596387,6.897806111125173,3242882009.147355,1410,True
387,2031.0,28390684.492836412,6.896991098272774,3270481004.9698844,1422,True
388,2031.0,20932361.878178805,6.58298602435054,3252081674.421532,1414,True
389,,5409024.328077042,3.4399462068134996,0.0,0,True
390,2031.0,23508296.860993948,6.124765530521849,3256681507.058619,1416,True
391,,1146366.9118147953,1.7648914753589602,0.0,0,True
392,2031.0,26044899.160896022,6.389319227577624,3258981423.3771644,1417,True
393,2031.0,24124696.433506828,6.44129107514064,3265881172.332797,1420,True
394,2032.0,23747552.88351809,7.310555056677523,3206083348.050647,1394,True
395,,6103215.012226664,3.341397548341974,0.0,0,True
396,2031.0,26585881.874978676,6.896245845894791,3265881172.332797,1420,True
397,,5226177.143918113,3.238765419423021,0.0,0,True
398,,26622678.862311162,5.856897319307142,0.0,0,False
399,2031.0,23508696.961885087,6.514418720922765,3279680670.244062,1426,True
400,2031.0,18650647.971670724,6.6648874912120055,3254381590.740076,1415,True
401,,1480051.8953764208,1.65019394116217,0.0,0,True
402,,1799124.440624897,1.7904459479513841,0.0,0,True
403,,5244027.45613868,3.213701750097827,0.0,0,True
404,,975310.7068755243,1.8197200863920409,0.0,0,True
405,2032.0,23057944.95766413,7.495773756598906,3160085021.6797633,1374,True
406,2032.0,26235928.57299667,7.222910860682797,3171584603.272484,1379,True
407,2032.0,25941505.456692804,7.07652150156177,3194583766.4579268,1389,True
408,,1185697.7440246649,1.424426934010691,0.0,0,True
409,2031.0,25966273.609923594,6.959263996003732,3258981423.3771644,1417,True
410,2031.0,23300968.693105087,6.264930134234559,3270481004.9698844,1422,True
411,2032.0,22476770.81066211,7.112996269259592,3183084184.865205,1384,True
412,,26032353.84548585,6.683700211627546,0.0,0,False
413,,1890287.2352856623,1.3353036878628548,0.0,0,False
414,2030.0,21894516.453094877,5.791760677773914,3350978076.1189337,1457,True
415,2032.0,30537716.37851835,7.419489342936416,3183084184.8652053,1384,True
416,2032.0,24101622.964649808,7.179128606211313,3164684854.3168507,1376,True
417,2032.0,19154695.570020076,7.155903951130069,3173884519.591028,1380,True
418,,4642652.968140962,3.8102304021663813,0.0,0,True
