simulation_id,year,patients_alive,patients_treated,revenue,price
103,2056,232,36,82796987.46759203,2299916.318544223
103,2057,218,32,73597322.19341514,2299916.318544223
103,2058,206,35,80497071.1490478,2299916.318544223
103,2059,191,33,75897238.51195936,2299916.318544223
103,2060,167,21,48298242.68942868,2299916.318544223
104,2031,1048,71,163294058.61663982,2299916.318544223
104,2032,987,89,204692552.35043585,2299916.318544223
104,2033,903,122,280589790.8623952,2299916.318544223
104,2034,807,138,317388451.95910275,2299916.318544223
104,2035,672,121,278289874.54385096,2299916.318544223
104,2036,579,82,188593138.12062627,2299916.318544223
104,2037,506,40,91996652.74176893,2299916.318544223
104,2038,473,33,75897238.51195936,2299916.318544223
104,2039,449,25,57497907.963605575,2299916.318544223
104,2040,437,29,66697573.23778246,2299916.318544223
104,2041,426,38,87396820.10468048,2299916.318544223
104,2042,406,39,89696736.4232247,2299916.318544223
104,2043,390,40,91996652.74176893,2299916.318544223
104,2044,365,33,75897238.51195936,2299916.318544223
104,2045,344,27,62097740.60069402,2299916.318544223
104,2046,339,37,85096903.78613625,2299916.318544223
104,2047,324,38,87396820.10468048,2299916.318544223
104,2048,308,33,75897238.51195936,2299916.318544223
104,2049,299,36,82796987.46759203,2299916.318544223
104,2050,281,32,73597322.19341514,2299916.318544223
104,2051,269,30,68997489.55632669,2299916.318544223
104,2052,249,30,68997489.55632669,2299916.318544223
104,2053,242,33,75897238.51195936,2299916.318544223
104,2054,241,43,98896401.69740158,2299916.318544223
104,2055,216,29,66697573.23778246,2299916.318544223
104,2056,210,36,82796987.46759203,2299916.318544223
104,2057,195,32,73597322.19341514,2299916.318544223
104,2058,184,33,75897238.51195936,2299916.318544223
104,2059,173,35,80497071.1490478,2299916.318544223
104,2060,150,18,41398493.733796015,2299916.318544223
106,2031,1048,79,181693389.1649936,2299916.318544223
106,2032,978,80,183993305.48353785,2299916.318544223
106,2033,903,107,246091046.08423185,2299916.318544223
106,2034,822,149,342687531.4630892,2299916.318544223
106,2035,679,109,250690878.7213203,2299916.318544223
106,2036,600,92,211592301.3060685,2299916.318544223
106,2037,517,46,105796150.65303425,2299916.318544223
106,2038,479,28,64397656.91923824,2299916.318544223
106,2039,459,24,55197991.64506135,2299916.318544223
106,2040,447,33,75897238.51195936,2299916.318544223
106,2041,432,37,85096903.78613625,2299916.318544223
106,2042,412,35,80497071.1490478,2299916.318544223
106,2043,401,42,96596485.37885736,2299916.318544223
106,2044,374,33,75897238.51195936,2299916.318544223
106,2045,350,28,64397656.91923824,2299916.318544223
106,2046,344,35,80497071.1490478,2299916.318544223
106,2047,330,39,89696736.4232247,2299916.318544223
106,2048,312,32,73597322.19341514,2299916.318544223
106,2049,303,37,85096903.78613625,2299916.318544223
106,2050,282,33,75897238.51195936,2299916.318544223
106,2051,270,30,68997489.55632669,2299916.318544223
106,2052,250,29,66697573.23778246,2299916.318544223
106,2053,244,33,75897238.51195936,2299916.318544223
106,2054,242,42,96596485.37885736,2299916.318544223
106,2055,217,28,64397656.91923824,2299916.318544223
106,2056,212,37,85096903.78613625,2299916.318544223
106,2057,197,32,73597322.19341514,2299916.318544223
106,2058,185,34,78197154.83050358,2299916.318544223
106,2059,173,35,80497071.1490478,2299916.318544223
106,2060,152,18,41398493.733796015,2299916.318544223
110,2032,1057,71,163294058.61663982,2299916.318544223
110,2033,990,102,234591464.49151075,2299916.318544223
110,2034,911,112,257590627.67695296,2299916.318544223
110,2035,803,116,266790292.95112985,2299916.318544223
110,2036,715,131,301289037.7292932,2299916.318544223
110,2037,593,86,197792803.39480317,2299916.318544223
110,2038,514,37,85096903.78613625,2299916.318544223
110,2039,484,26,59797824.2821498,2299916.318544223
110,2040,470,31,71297405.87487091,2299916.318544223
110,2041,457,37,85096903.78613625,2299916.318544223
110,2042,437,35,80497071.1490478,2299916.318544223
110,2043,425,41,94296569.06031314,2299916.318544223
110,2044,399,36,82796987.46759203,2299916.318544223
110,2045,374,27,62097740.60069402,2299916.318544223
110,2046,369,35,80497071.1490478,2299916.318544223
110,2047,353,40,91996652.74176893,2299916.318544223
110,2048,335,32,73597322.19341514,2299916.318544223
110,2049,326,40,91996652.74176893,2299916.318544223
110,2050,302,30,68997489.55632669,2299916.318544223
110,2051,292,30,68997489.55632669,2299916.318544223
110,2052,272,29,66697573.23778246,2299916.318544223
110,2053,266,33,75897238.51195936,2299916.318544223
110,2054,264,42,96596485.37885736,2299916.318544223
110,2055,238,29,66697573.23778246,2299916.318544223
110,2056,232,37,85096903.78613625,2299916.318544223
110,2057,217,31,71297405.87487091,2299916.318544223
110,2058,206,34,78197154.83050358,2299916.318544223
110,2059,193,36,82796987.46759203,2299916.318544223
110,2060,168,18,41398493.733796015,2299916.318544223
112,2030,1036,55,126495397.51993227,2299916.318544223
112,2031,994,92,211592301.3060685,2299916.318544223
112,2032,913,121,278289874.54385096,2299916.318544223
112,2033,799,131,301289037.7292932,2299916.318544223
112,2034,694,130,298989121.41074896,2299916.318544223
112,2035,573,75,172493723.89081672,2299916.318544223
112,2036,528,65,149494560.70537448,2299916.318544223
112,2037,473,39,89696736.4232247,2299916.318544223
112,2038,443,26,59797824.2821498,2299916.318544223
112,2039,425,22,50598159.0079729,2299916.318544223
112,2040,418,35,80497071.1490478,2299916.318544223
112,2041,401,35,80497071.1490478,2299916.318544223
112,2042,385,39,89696736.4232247,2299916.318544223
112,2043,369,38,87396820.10468048,2299916.318544223
112,2044,346,35,80497071.1490478,2299916.318544223
112,2045,323,27,62097740.60069402,2299916.318544223
112,2046,319,36,82796987.46759203,2299916.318544223
112,2047,309,40,91996652.74176893,2299916.318544223
112,2048,291,32,73597322.19341514,2299916.318544223
112,2049,284,38,87396820.10468048,2299916.318544223
112,2050,264,31,71297405.87487091,2299916.318544223
112,2051,253,29,66697573.23778246,2299916.318544223
112,2052,237,29,66697573.23778246,2299916.318544223
112,2053,231,33,75897238.51195936,2299916.318544223
112,2054,229,44,101196318.0159458,2299916.318544223
112,2055,203,28,64397656.91923824,2299916.318544223
112,2056,198,37,85096903.78613625,2299916.318544223
112,2057,184,32,73597322.19341514,2299916.318544223
112,2058,174,33,75897238.51195936,2299916.318544223
112,2059,163,33,75897238.51195936,2299916.318544223
112,2060,142,20,45998326.37088446,2299916.318544223
113,2031,1048,69,158694225.97955137,2299916.318544223
113,2032,988,97,223091882.8987896,2299916.318544223
113,2033,898,111,255290711.35840875,2299916.318544223
113,2034,811,125,287489539.81802785,2299916.318544223
113,2035,691,114,262190460.3140414,2299916.318544223
113,2036,608,94,216192133.94315696,2299916.318544223
113,2037,524,44,101196318.0159458,2299916.318544223
113,2038,487,34,78197154.83050358,2299916.318544223
113,2039,461,26,59797824.2821498,2299916.318544223
113,2040,448,33,75897238.51195936,2299916.318544223
113,2041,433,33,75897238.51195936,2299916.318544223
113,2042,417,42,96596485.37885736,2299916.318544223
113,2043,399,37,85096903.78613625,2299916.318544223
113,2044,376,32,73597322.19341514,2299916.318544223
113,2045,355,26,59797824.2821498,2299916.318544223
113,2046,351,39,89696736.4232247,2299916.318544223
113,2047,333,40,91996652.74176893,2299916.318544223
113,2048,315,34,78197154.83050358,2299916.318544223
113,2049,306,37,85096903.78613625,2299916.318544223
113,2050,284,31,71297405.87487091,2299916.318544223
113,2051,273,29,66697573.23778246,2299916.318544223
113,2052,253,31,71297405.87487091,2299916.318544223
113,2053,245,32,73597322.19341514,2299916.318544223
113,2054,245,43,98896401.69740158,2299916.318544223
113,2055,220,30,68997489.55632669,2299916.318544223
113,2056,213,35,80497071.1490478,2299916.318544223
113,2057,201,33,75897238.51195936,2299916.318544223
113,2058,188,34,78197154.83050358,2299916.318544223
113,2059,176,34,78197154.83050358,2299916.318544223
113,2060,152,19,43698410.05234024,2299916.318544223
119,2030,1036,68,156394309.66100717,2299916.318544223
119,2031,980,99,227691715.53587806,2299916.318544223
119,2032,891,123,282889707.18093944,2299916.318544223
119,2033,775,132,303588954.04783744,2299916.318544223
119,2034,669,115,264490376.63258564,2299916.318544223
119,2035,559,62,142594811.74974182,2299916.318544223
119,2036,525,57,131095230.1570207,2299916.318544223
119,2037,478,34,78197154.83050358,2299916.318544223
119,2038,452,29,66697573.23778246,2299916.318544223
119,2039,432,23,52898075.32651713,2299916.318544223
119,2040,421,33,75897238.51195936,2299916.318544223
119,2041,406,36,82796987.46759203,2299916.318544223
119,2042,389,38,87396820.10468048,2299916.318544223
119,2043,377,38,87396820.10468048,2299916.318544223
119,2044,354,32,73597322.19341514,2299916.318544223
119,2045,334,28,64397656.91923824,2299916.318544223
119,2046,329,39,89696736.4232247,2299916.318544223
119,2047,311,40,91996652.74176893,2299916.318544223
119,2048,293,31,71297405.87487091,2299916.318544223
119,2049,286,38,87396820.10468048,2299916.318544223
119,2050,264,31,71297405.87487091,2299916.318544223
119,2051,253,28,64397656.91923824,2299916.318544223
119,2052,235,31,71297405.87487091,2299916.318544223
119,2053,227,34,78197154.83050358,2299916.318544223
119,2054,225,41,94296569.06031314,2299916.318544223
119,2055,201,30,68997489.55632669,2299916.318544223
119,2056,196,36,82796987.46759203,2299916.318544223
119,2057,183,32,73597322.19341514,2299916.318544223
119,2058,170,34,78197154.83050358,2299916.318544223
119,2059,158,34,78197154.83050358,2299916.318544223
119,2060,138,19,43698410.05234024,2299916.318544223
120,2031,1048,61,140294895.4311976,2299916.318544223
120,2032,996,101,232291548.1729665,2299916.318544223
120,2033,903,129,296689205.09220475,2299916.318544223
120,2034,801,138,317388451.95910275,2299916.318544223
120,2035,667,114,262190460.3140414,2299916.318544223
120,2036,582,74,170193807.5722725,2299916.318544223
120,2037,518,47,108096066.97157848,2299916.318544223
120,2038,478,36,82796987.46759203,2299916.318544223
120,2039,449,22,50598159.0079729,2299916.318544223
120,2040,441,34,78197154.83050358,2299916.318544223
120,2041,425,36,82796987.46759203,2299916.318544223
120,2042,408,37,85096903.78613625,2299916.318544223
120,2043,396,39,89696736.4232247,2299916.318544223
120,2044,372,36,82796987.46759203,2299916.318544223
120,2045,346,28,64397656.91923824,2299916.318544223
120,2046,340,34,78197154.83050358,2299916.318544223
120,2047,328,41,94296569.06031314,2299916.318544223
120,2048,308,34,78197154.83050358,2299916.318544223
120,2049,300,34,78197154.83050358,2299916.318544223
120,2050,281,31,71297405.87487091,2299916.318544223
120,2051,270,30,68997489.55632669,2299916.318544223
120,2052,250,32,73597322.19341514,2299916.318544223
120,2053,241,31,71297405.87487091,2299916.318544223
120,2054,242,44,101196318.0159458,2299916.318544223
120,2055,214,28,64397656.91923824,2299916.318544223
120,2056,210,35,80497071.1490478,2299916.318544223
120,2057,197,33,75897238.51195936,2299916.318544223
120,2058,187,35,80497071.1490478,2299916.318544223
120,2059,175,32,73597322.19341514,2299916.318544223
120,2060,155,20,45998326.37088446,2299916.318544223
121,2030,1036,76,174793640.20936096,2299916.318544223
121,2031,973,81,186293221.80208206,2299916.318544223
121,2032,901,107,246091046.08423185,2299916.318544223
121,2033,804,135,310488703.0034701,2299916.318544223
121,2034,695,133,305888870.36638165,2299916.318544223
121,2035,565,72,165593974.93518406,2299916.318544223
121,2036,523,50,114995815.92721115,2299916.318544223
121,2037,481,45,103496234.33449003,2299916.318544223
121,2038,445,28,64397656.91923824,2299916.318544223
121,2039,426,23,52898075.32651713,2299916.318544223
121,2040,416,31,71297405.87487091,2299916.318544223
121,2041,404,35,80497071.1490478,2299916.318544223
121,2042,390,39,89696736.4232247,2299916.318544223
121,2043,374,42,96596485.37885736,2299916.318544223
121,2044,346,33,75897238.51195936,2299916.318544223
121,2045,326,26,59797824.2821498,2299916.318544223
121,2046,323,37,85096903.78613625,2299916.318544223
121,2047,306,39,89696736.4232247,2299916.318544223
121,2048,291,33,75897238.51195936,2299916.318544223
121,2049,282,37,85096903.78613625,2299916.318544223
121,2050,262,31,71297405.87487091,2299916.318544223
121,2051,252,29,66697573.23778246,2299916.318544223
121,2052,233,29,66697573.23778246,2299916.318544223
121,2053,227,33,75897238.51195936,2299916.318544223
121,2054,226,46,105796150.65303425,2299916.318544223
121,2055,196,28,64397656.91923824,2299916.318544223
121,2056,191,36,82796987.46759203,2299916.318544223
121,2057,178,32,73597322.19341514,2299916.318544223
121,2058,168,35,80497071.1490478,2299916.318544223
121,2059,156,34,78197154.83050358,2299916.318544223
121,2060,136,18,41398493.733796015,2299916.318544223
122,2031,1048,70,160994142.2980956,2299916.318544223
122,2032,987,96,220791966.5802454,2299916.318544223
122,2033,899,130,298989121.41074896,2299916.318544223
122,2034,793,126,289789456.1365721,2299916.318544223
122,2035,671,113,259890543.9954972,2299916.318544223
122,2036,587,76,174793640.20936096,2299916.318544223
122,2037,521,48,110395983.2901227,2299916.318544223
122,2038,481,34,78197154.83050358,2299916.318544223
122,2039,454,23,52898075.32651713,2299916.318544223
122,2040,443,36,82796987.46759203,2299916.318544223
122,2041,426,37,85096903.78613625,2299916.318544223
122,2042,407,38,87396820.10468048,2299916.318544223
122,2043,393,40,91996652.74176893,2299916.318544223
122,2044,368,34,78197154.83050358,2299916.318544223
122,2045,345,27,62097740.60069402,2299916.318544223
122,2046,340,35,80497071.1490478,2299916.318544223
122,2047,326,39,89696736.4232247,2299916.318544223
122,2048,309,33,75897238.51195936,2299916.318544223
122,2049,301,36,82796987.46759203,2299916.318544223
122,2050,281,32,73597322.19341514,2299916.318544223
122,2051,269,29,66697573.23778246,2299916.318544223
122,2052,251,28,64397656.91923824,2299916.318544223
122,2053,247,36,82796987.46759203,2299916.318544223
122,2054,243,42,96596485.37885736,2299916.318544223
122,2055,218,28,64397656.91923824,2299916.318544223
122,2056,213,38,87396820.10468048,2299916.318544223
122,2057,198,32,73597322.19341514,2299916.318544223
122,2058,187,35,80497071.1490478,2299916.318544223
122,2059,174,34,78197154.83050358,2299916.318544223
122,2060,152,18,41398493.733796015,2299916.318544223
123,2032,1057,61,140294895.4311976,2299916.318544223
123,2033,1002,92,211592301.3060685,2299916.318544223
123,2034,933,132,303588954.04783744,2299916.318544223
123,2035,803,121,278289874.54385096,2299916.318544223
123,2036,708,121,278289874.54385096,2299916.318544223
123,2037,596,81,186293221.80208206,2299916.318544223
123,2038,522,41,94296569.06031314,2299916.318544223
123,2039,487,25,57497907.963605575,2299916.318544223
123,2040,472,34,78197154.83050358,2299916.318544223
123,2041,454,31,71297405.87487091,2299916.318544223
123,2042,440,43,98896401.69740158,2299916.318544223
123,2043,420,40,91996652.74176893,2299916.318544223
123,2044,395,34,78197154.83050358,2299916.318544223
123,2045,371,26,59797824.2821498,2299916.318544223
123,2046,366,38,87396820.10468048,2299916.318544223
123,2047,350,39,89696736.4232247,2299916.318544223
123,2048,331,32,73597322.19341514,2299916.318544223
123,2049,321,38,87396820.10468048,2299916.318544223
123,2050,299,31,71297405.87487091,2299916.318544223
123,2051,288,28,64397656.91923824,2299916.318544223
123,2052,270,31,71297405.87487091,2299916.318544223
123,2053,262,33,75897238.51195936,2299916.318544223
123,2054,261,43,98896401.69740158,2299916.318544223
123,2055,235,28,64397656.91923824,2299916.318544223
123,2056,230,37,85096903.78613625,2299916.318544223
123,2057,214,31,71297405.87487091,2299916.318544223
123,2058,205,34,78197154.83050358,2299916.318544223
123,2059,192,36,82796987.46759203,2299916.318544223
123,2060,167,18,41398493.733796015,2299916.318544223
124,2031,1048,66,151794477.02391872,2299916.318544223
124,2032,991,85,195492887.07625896,2299916.318544223
124,2033,916,120,275989958.22530675,2299916.318544223
124,2034,821,126,289789456.1365721,2299916.318544223
124,2035,701,125,287489539.81802785,2299916.318544223
124,2036,606,92,211592301.3060685,2299916.318544223
124,2037,526,54,124195481.20138805,2299916.318544223
124,2038,480,32,73597322.19341514,2299916.318544223
124,2039,456,22,50598159.0079729,2299916.318544223
124,2040,447,32,73597322.19341514,2299916.318544223
124,2041,433,35,80497071.1490478,2299916.318544223
124,2042,416,39,89696736.4232247,2299916.318544223
124,2043,401,40,91996652.74176893,2299916.318544223
124,2044,376,32,73597322.19341514,2299916.318544223
124,2045,356,29,66697573.23778246,2299916.318544223
124,2046,350,34,78197154.83050358,2299916.318544223
124,2047,335,43,98896401.69740158,2299916.318544223
124,2048,313,31,71297405.87487091,2299916.318544223
124,2049,307,37,85096903.78613625,2299916.318544223
124,2050,288,33,75897238.51195936,2299916.318544223
124,2051,276,28,64397656.91923824,2299916.318544223
124,2052,258,31,71297405.87487091,2299916.318544223
124,2053,250,32,73597322.19341514,2299916.318544223
124,2054,250,43,98896401.69740158,2299916.318544223
124,2055,224,27,62097740.60069402,2299916.318544223
124,2056,219,38,87396820.10468048,2299916.318544223
124,2057,204,32,73597322.19341514,2299916.318544223
124,2058,194,34,78197154.83050358,2299916.318544223
124,2059,181,32,73597322.19341514,2299916.318544223
124,2060,161,19,43698410.05234024,2299916.318544223
126,2030,1036,63,144894728.06828606,2299916.318544223
126,2031,987,82,188593138.12062627,2299916.318544223
126,2032,914,119,273690041.90676254,2299916.318544223
126,2033,804,129,296689205.09220475,2299916.318544223
126,2034,701,126,289789456.1365721,2299916.318544223
126,2035,581,84,193192970.75771472,2299916.318544223
126,2036,527,55,126495397.51993227,2299916.318544223
126,2037,483,38,87396820.10468048,2299916.318544223
126,2038,454,28,64397656.91923824,2299916.318544223
126,2039,436,26,59797824.2821498,2299916.318544223
126,2040,423,31,71297405.87487091,2299916.318544223
126,2041,411,37,85096903.78613625,2299916.318544223
126,2042,391,39,89696736.4232247,2299916.318544223
126,2043,376,39,89696736.4232247,2299916.318544223
126,2044,351,32,73597322.19341514,2299916.318544223
126,2045,331,28,64397656.91923824,2299916.318544223
126,2046,324,36,82796987.46759203,2299916.318544223
126,2047,311,39,89696736.4232247,2299916.318544223
126,2048,295,34,78197154.83050358,2299916.318544223
126,2049,286,36,82796987.46759203,2299916.318544223
126,2050,270,33,75897238.51195936,2299916.318544223
126,2051,257,28,64397656.91923824,2299916.318544223
126,2052,240,30,68997489.55632669,2299916.318544223
126,2053,234,32,73597322.19341514,2299916.318544223
126,2054,234,45,103496234.33449003,2299916.318544223
126,2055,207,27,62097740.60069402,2299916.318544223
126,2056,203,35,80497071.1490478,2299916.318544223
126,2057,191,33,75897238.51195936,2299916.318544223
126,2058,179,35,80497071.1490478,2299916.318544223
126,2059,166,34,78197154.83050358,2299916.318544223
126,2060,145,20,45998326.37088446,2299916.318544223
128,2031,1048,53,121895564.88284382,2299916.318544223
128,2032,1004,97,223091882.8987896,2299916.318544223
128,2033,913,102,234591464.49151075,2299916.318544223
128,2034,836,142,326588117.23327965,2299916.318544223
128,2035,701,126,289789456.1365721,2299916.318544223
128,2036,605,89,204692552.35043585,2299916.318544223
128,2037,527,54,124195481.20138805,2299916.318544223
128,2038,481,32,73597322.19341514,2299916.318544223
128,2039,457,23,52898075.32651713,2299916.318544223
128,2040,445,32,73597322.19341514,2299916.318544223
128,2041,433,33,75897238.51195936,2299916.318544223
128,2042,419,41,94296569.06031314,2299916.318544223
128,2043,402,41,94296569.06031314,2299916.318544223
128,2044,375,34,78197154.83050358,2299916.318544223
128,2045,352,26,59797824.2821498,2299916.318544223
128,2046,348,38,87396820.10468048,2299916.318544223
128,2047,330,38,87396820.10468048,2299916.318544223
128,2048,313,33,75897238.51195936,2299916.318544223
128,2049,304,37,85096903.78613625,2299916.318544223
128,2050,285,31,71297405.87487091,2299916.318544223
128,2051,274,29,66697573.23778246,2299916.318544223
128,2052,255,31,71297405.87487091,2299916.318544223
128,2053,247,33,75897238.51195936,2299916.318544223
128,2054,246,42,96596485.37885736,2299916.318544223
128,2055,221,28,64397656.91923824,2299916.318544223
128,2056,215,37,85096903.78613625,2299916.318544223
128,2057,201,33,75897238.51195936,2299916.318544223
128,2058,188,32,73597322.19341514,2299916.318544223
128,2059,176,35,80497071.1490478,2299916.318544223
128,2060,154,19,43698410.05234024,2299916.318544223
129,2031,1048,75,172493723.89081672,2299916.318544223
129,2032,982,84,193192970.75771472,2299916.318544223
129,2033,906,107,246091046.08423185,2299916.318544223
129,2034,825,155,356487029.37435454,2299916.318544223
129,2035,674,127,292089372.45511633,2299916.318544223
129,2036,575,76,174793640.20936096,2299916.318544223
129,2037,509,45,103496234.33449003,2299916.318544223
129,2038,473,30,68997489.55632669,2299916.318544223
129,2039,451,26,59797824.2821498,2299916.318544223
129,2040,438,31,71297405.87487091,2299916.318544223
129,2041,425,37,85096903.78613625,2299916.318544223
129,2042,406,38,87396820.10468048,2299916.318544223
129,2043,392,39,89696736.4232247,2299916.318544223
129,2044,367,32,73597322.19341514,2299916.318544223
129,2045,345,28,64397656.91923824,2299916.318544223
129,2046,338,36,82796987.46759203,2299916.318544223
129,2047,325,40,91996652.74176893,2299916.318544223
129,2048,308,33,75897238.51195936,2299916.318544223
129,2049,299,38,87396820.10468048,2299916.318544223
129,2050,277,32,73597322.19341514,2299916.318544223
129,2051,265,29,66697573.23778246,2299916.318544223
129,2052,246,30,68997489.55632669,2299916.318544223
129,2053,239,31,71297405.87487091,2299916.318544223
129,2054,240,44,101196318.0159458,2299916.318544223
129,2055,213,26,59797824.2821498,2299916.318544223
129,2056,210,37,85096903.78613625,2299916.318544223
129,2057,195,31,71297405.87487091,2299916.318544223
129,2058,185,37,85096903.78613625,2299916.318544223
129,2059,170,34,78197154.83050358,2299916.318544223
129,2060,149,18,41398493.733796015,2299916.318544223
131,2032,1057,42,96596485.37885736,2299916.318544223
131,2033,1019,111,255290711.35840875,2299916.318544223
131,2034,932,140,321988284.5961912,2299916.318544223
131,2035,795,111,255290711.35840875,2299916.318544223
131,2036,710,127,292089372.45511633,2299916.318544223
131,2037,591,84,193192970.75771472,2299916.318544223
131,2038,515,38,87396820.10468048,2299916.318544223
131,2039,485,28,64397656.91923824,2299916.318544223
131,2040,468,35,80497071.1490478,2299916.318544223
131,2041,451,36,82796987.46759203,2299916.318544223
131,2042,432,40,91996652.74176893,2299916.318544223
131,2043,415,39,89696736.4232247,2299916.318544223
131,2044,390,34,78197154.83050358,2299916.318544223
131,2045,366,28,64397656.91923824,2299916.318544223
131,2046,358,34,78197154.83050358,2299916.318544223
131,2047,343,40,91996652.74176893,2299916.318544223
131,2048,324,34,78197154.83050358,2299916.318544223
131,2049,313,36,82796987.46759203,2299916.318544223
131,2050,292,33,75897238.51195936,2299916.318544223
131,2051,280,29,66697573.23778246,2299916.318544223
131,2052,260,28,64397656.91923824,2299916.318544223
131,2053,255,33,75897238.51195936,2299916.318544223
131,2054,253,43,98896401.69740158,2299916.318544223
131,2055,227,29,66697573.23778246,2299916.318544223
131,2056,221,37,85096903.78613625,2299916.318544223
131,2057,206,32,73597322.19341514,2299916.318544223
131,2058,196,33,75897238.51195936,2299916.318544223
131,2059,183,35,80497071.1490478,2299916.318544223
131,2060,159,18,41398493.733796015,2299916.318544223
134,2031,1048,66,151794477.02391872,2299916.318544223
134,2032,991,94,216192133.94315696,2299916.318544223
134,2033,902,121,278289874.54385096,2299916.318544223
134,2034,806,127,292089372.45511633,2299916.318544223
134,2035,685,112,257590627.67695296,2299916.318544223
134,2036,599,96,220791966.5802454,2299916.318544223
134,2037,511,49,112695899.60866693,2299916.318544223
134,2038,470,28,64397656.91923824,2299916.318544223
134,2039,449,26,59797824.2821498,2299916.318544223
134,2040,436,31,71297405.87487091,2299916.318544223
134,2041,424,34,78197154.83050358,2299916.318544223
134,2042,409,40,91996652.74176893,2299916.318544223
134,2043,393,39,89696736.4232247,2299916.318544223
134,2044,369,33,75897238.51195936,2299916.318544223
134,2045,346,28,64397656.91923824,2299916.318544223
134,2046,341,37,85096903.78613625,2299916.318544223
134,2047,325,39,89696736.4232247,2299916.318544223
134,2048,308,32,73597322.19341514,2299916.318544223
134,2049,300,36,82796987.46759203,2299916.318544223
134,2050,281,33,75897238.51195936,2299916.318544223
134,2051,269,30,68997489.55632669,2299916.318544223
134,2052,248,30,68997489.55632669,2299916.318544223
134,2053,242,33,75897238.51195936,2299916.318544223
134,2054,240,41,94296569.06031314,2299916.318544223
134,2055,216,29,66697573.23778246,2299916.318544223
134,2056,210,37,85096903.78613625,2299916.318544223
134,2057,195,30,68997489.55632669,2299916.318544223
134,2058,186,36,82796987.46759203,2299916.318544223
134,2059,172,35,80497071.1490478,2299916.318544223
134,2060,149,17,39098577.41525179,2299916.318544223
135,2031,1048,65,149494560.70537448,2299916.318544223
135,2032,992,84,193192970.75771472,2299916.318544223
135,2033,915,126,289789456.1365721,2299916.318544223
135,2034,814,122,280589790.8623952,2299916.318544223
135,2035,695,117,269090209.26967406,2299916.318544223
135,2036,602,93,213892217.62461275,2299916.318544223
135,2037,518,49,112695899.60866693,2299916.318544223
135,2038,477,32,73597322.19341514,2299916.318544223
135,2039,453,28,64397656.91923824,2299916.318544223
135,2040,438,31,71297405.87487091,2299916.318544223
135,2041,425,35,80497071.1490478,2299916.318544223
135,2042,408,35,80497071.1490478,2299916.318544223
135,2043,396,42,96596485.37885736,2299916.318544223
135,2044,368,33,75897238.51195936,2299916.318544223
135,2045,346,29,66697573.23778246,2299916.318544223
135,2046,338,36,82796987.46759203,2299916.318544223
135,2047,324,41,94296569.06031314,2299916.318544223
135,2048,304,31,71297405.87487091,2299916.318544223
135,2049,297,37,85096903.78613625,2299916.318544223
135,2050,279,33,75897238.51195936,2299916.318544223
135,2051,266,27,62097740.60069402,2299916.318544223
135,2052,251,30,68997489.55632669,2299916.318544223
135,2053,244,31,71297405.87487091,2299916.318544223
135,2054,245,46,105796150.65303425,2299916.318544223
135,2055,216,28,64397656.91923824,2299916.318544223
135,2056,212,37,85096903.78613625,2299916.318544223
135,2057,197,32,73597322.19341514,2299916.318544223
135,2058,187,34,78197154.83050358,2299916.318544223
135,2059,175,33,75897238.51195936,2299916.318544223
135,2060,153,21,48298242.68942868,2299916.318544223
137,2032,1057,71,163294058.61663982,2299916.318544223
137,2033,991,78,179393472.8464494,2299916.318544223
137,2034,938,110,252990795.03986454,2299916.318544223
137,2035,832,144,331187949.8703681,2299916.318544223
137,2036,717,126,289789456.1365721,2299916.318544223
137,2037,600,89,204692552.35043585,2299916.318544223
137,2038,517,36,82796987.46759203,2299916.318544223
137,2039,488,32,73597322.19341514,2299916.318544223
137,2040,468,32,73597322.19341514,2299916.318544223
137,2041,455,36,82796987.46759203,2299916.318544223
137,2042,436,37,85096903.78613625,2299916.318544223
137,2043,422,40,91996652.74176893,2299916.318544223
137,2044,396,34,78197154.83050358,2299916.318544223
137,2045,372,28,64397656.91923824,2299916.318544223
137,2046,366,37,85096903.78613625,2299916.318544223
137,2047,349,40,91996652.74176893,2299916.318544223
137,2048,331,30,68997489.55632669,2299916.318544223
137,2049,323,39,89696736.4232247,2299916.318544223
137,2050,300,31,71297405.87487091,2299916.318544223
137,2051,289,29,66697573.23778246,2299916.318544223
137,2052,269,31,71297405.87487091,2299916.318544223
137,2053,260,32,73597322.19341514,2299916.318544223
137,2054,260,42,96596485.37885736,2299916.318544223
137,2055,234,29,66697573.23778246,2299916.318544223
137,2056,228,37,85096903.78613625,2299916.318544223
137,2057,212,31,71297405.87487091,2299916.318544223
137,2058,202,35,80497071.1490478,2299916.318544223
137,2059,187,33,75897238.51195936,2299916.318544223
137,2060,164,21,48298242.68942868,2299916.318544223
140,2033,1061,71,163294058.61663982,2299916.318544223
140,2034,1013,95,218492050.2617012,2299916.318544223
140,2035,920,122,280589790.8623952,2299916.318544223
140,2036,820,134,308188786.68492585,2299916.318544223
140,2037,693,115,264490376.63258564,2299916.318544223
140,2038,585,66,151794477.02391872,2299916.318544223
140,2039,524,39,89696736.4232247,2299916.318544223
140,2040,494,33,75897238.51195936,2299916.318544223
140,2041,479,39,89696736.4232247,2299916.318544223
140,2042,457,36,82796987.46759203,2299916.318544223
140,2043,443,41,94296569.06031314,2299916.318544223
140,2044,415,32,73597322.19341514,2299916.318544223
140,2045,394,29,66697573.23778246,2299916.318544223
