simulation_id,preclinical_success,preclinical_cost,preclinical_duration,phase12_success,phase12_cost,phase12_duration,phase3_success,phase3_cost,phase3_duration,approval_success,approval_cost,approval_duration
31,True,1496254.9331292072,1.6185492661314655,True,5379940.921205143,1.8499065838838733,True,13949014.587711545,2.60841875392069,True,2100562.165233559,0.5041383941344189
32,False,1180076.4175612202,1.7694458892071396,,,,,,,,,
33,True,1794466.819438068,1.4893742527778417,True,5175428.030919217,2.3082771759799403,True,10586122.647102898,2.2934385625981912,True,2616851.565462309,0.5734153525699162
34,True,1176316.9329659897,1.598185574102815,True,3289697.1755216448,1.7091952845236973,True,17442733.05378508,2.216998031148161,True,2355380.6390406475,0.6619704024713627
35,True,1872000.3849771067,1.111126965089721,True,3821278.1906574047,1.8337439314767046,True,19970912.1674132,2.209684712832124,True,4763291.730688362,0.8736770304822925
36,True,1977783.1676353463,1.0765561486835096,True,3819154.226255457,2.495768501350655,True,16551699.208737997,2.3822047953298493,True,4340800.787225689,0.7373139328108397
37,True,1388856.8006820772,1.2333405758838136,True,3104791.065020545,1.7001781363644306,False,14779696.913661504,2.952832966727619,,,
38,True,816600.64272587,1.972401102104987,True,3026256.2080804165,1.822981225779921,True,18715159.64913237,2.8976510953718853,True,4987954.636480099,0.6811771536963029
39,False,1449391.7915916168,1.2277562491264982,,,,,,,,,
40,True,1776887.3331418065,1.9728816042171256,True,5142631.95139911,1.7881419656091802,True,11305324.81806269,2.451334625076673,True,2877713.345828675,0.6035328536246152
41,True,909058.4309852949,1.340536147573418,True,5423388.829186158,1.693888614887229,True,13168782.832361953,2.7148366749712576,True,3779594.6305763414,0.7250761760912285
42,True,977409.9843773753,1.1776194997020095,True,3038154.9746275716,2.1397598069478514,True,10930897.685411418,2.593115804621948,True,4522760.008245068,0.8616472607063758
43,True,1857401.3481844005,1.8025238002200377,True,3028062.1073192586,1.8632045017326684,True,19684180.98223834,2.0477361348685674,True,2162246.195492299,0.9131418261989191
44,True,929963.792256955,1.2734316802422772,True,5245972.789679654,1.9085370656310146,True,12042010.26757384,2.510581552229386,True,2588141.6247149757,0.6077024371496984
45,True,1153428.6143141054,1.922221015967847,True,5730044.151259649,2.325016654551769,True,13844990.229606677,2.994488647838407,True,2532793.07689658,0.7299851199271659
